teks_klaim,evidence,new_label
"penghambat enzim pengubah ngiotensin (ACEi) dan penghambat reseptor angiotensin II (ARB), yang biasa digunakan pada pasien hipertensi atau diabetes dan dapat meningkatkan kadar ACE2 jaringan, dapat meningkatkan risiko infeksi COVID-19 yang parah.",Penelitian ini menemukan bahwa penggunaan terapi ACE inh/ARB mungkin dikaitkan dengan peningkatan angka kematian di rumah sakit pada pasien yang didiagnosis menderita pneumonia Covid-19.,SUPPORT
"Penyebaran SARS-CoV-2 yang cepat kemungkinan besar disebabkan oleh perpindahan orang-orang yang tidak memiliki atau memiliki gejala yang sangat ringan, yaitu mereka yang tidak menyadari bahwa mereka mengidap virus tersebut. Itulah sebabnya penjarakan sosial merupakan tindakan pengendalian yang penting, jelas mereka.",Model kami memperkirakan penerapan pembatasan sosial yang ketat ini akan menyebabkan penurunan kasus harian COVID-19 sebesar 79% dan 61% di Australia dan Selandia Baru. Hal ini memberikan bukti dan dorongan bagi pemerintah untuk mempertimbangkan tindakan serupa dalam menanggapi COVID-19 dan pandemi lainnya.,SUPPORT
"makan bawang putih rebus. meminum klorin dioksida, pemutih industri. Tidak ada yang bisa menyembuhkan virus tersebut",senyawa yang berasal dari Allium sativum (bawang putih) berpotensi menurunkan ekspresi sitokin proinflamasi dan membalikkan kelainan imunologi ke tingkat yang lebih dapat diterima. Allium sativum disarankan sebagai tindakan pencegahan yang bermanfaat sebelum terinfeksi virus SARS-CoV-2.,SUPPORT
hewan peliharaan tersebut tertular virus corona baru dari kontak dekat dengan orang yang mengidapnya.,"Saat ini tidak ada indikasi bahwa penularan dari kucing atau anjing ke manusia dapat terjadi, meskipun semakin banyak bukti yang menunjukkan hal sebaliknya.",SUPPORT
"Pembatasan sosial penting bagi kita semua, namun kita yang berisiko lebih tinggi terkena komplikasi serius akibat COVID-19 harus sangat berhati-hati dalam menerapkan pembatasan sosial. Orang-orang yang berisiko tinggi mengalami komplikasi meliputi: Orang lanjut usia. Orang yang memiliki kondisi medis kronis yang serius seperti penyakit jantung, diabetes, dan penyakit paru-paru.",Model kami memperkirakan penerapan pembatasan sosial yang ketat ini akan menyebabkan penurunan kasus harian COVID-19 sebesar 79% dan 61% di Australia dan Selandia Baru. Hal ini memberikan bukti dan dorongan bagi pemerintah untuk mempertimbangkan tindakan serupa dalam menanggapi COVID-19 dan pandemi lainnya.,SUPPORT
"Dan yang terpenting, hanya ada sedikit bukti yang mendukung penggunaan suplemen untuk mencegah COVID-19",Suplemen makanan belum dikaitkan dengan pencegahan COVID-19.,SUPPORT
Memiliki tekanan darah tinggi dapat membuat virus corona lebih berbahaya.,"Penyakit penyerta yang sudah ada sebelumnya seperti hipertensi, diabetes, dan penyakit kardiovaskular dikaitkan dengan tingkat keparahan dan tingkat kematian akibat Covid-19 yang lebih tinggi.",SUPPORT
"Banyak suplemen dan pengobatan alami atau pengobatan alternatif lainnya dipromosikan untuk mencegah atau mengobati virus corona (COVID-19). Tidak ada yang terbukti berhasil, namun ada beberapa yang mempunyai potensi manfaat.","Beberapa nutrisi secara aktif terlibat dalam memfungsikan dan memperkuat sistem kekebalan tubuh manusia terhadap infeksi virus termasuk protein makanan, asam lemak omega-3, vitamin A, vitamin D, vitamin E, vitamin B1, vitamin B6, vitamin B12, vitamin C, zat besi, seng, dan selenium. Hanya sedikit penelitian yang dilakukan mengenai pengaruh komponen makanan terhadap pencegahan COVID-19, namun suplementasi dengan nutrisi ini mungkin efektif dalam meningkatkan status kesehatan pasien dengan infeksi virus.",SUPPORT
Diabetes Tipe 1 dikaitkan dengan gangguan halus dalam perkembangan Treg.,"Sejumlah laporan telah menunjukkan bahwa sel T regulator (Treg) CD4(+)CD25(+) dari individu dengan berbagai penyakit autoimun pada manusia, termasuk diabetes tipe 1, memiliki kekurangan dalam kemampuannya untuk mengendalikan respons proinflamasi autologus bila dibandingkan dengan individu kontrol yang tidak memiliki penyakit. Disfungsi Treg bisa menjadi penyebab utama atau akibat gangguan pada sistem kekebalan selama perkembangan penyakit. Polimorfisme pada gen yang terkait dengan fungsi Treg, seperti IL2RA, memberikan risiko penyakit autoimun yang lebih tinggi. Meskipun hal ini menunjukkan peran utama Treg yang rusak dalam autoimunitas, hubungan antara polimorfisme gen IL2RA dan fungsi Treg belum diteliti. Kami mengatasi hal ini dengan memeriksa dampak haplotipe IL2RA yang terkait dengan diabetes tipe 1 pada kebugaran Treg dan fungsi penekan. Penelitian dilakukan dengan menggunakan subjek manusia yang sehat untuk menghindari efek perancu penyakit. Kami menunjukkan bahwa kehadiran haplotipe IL2RA terkait penyakit autoimun berkorelasi dengan berkurangnya respons IL-2 pada sel T CD4(+) yang berpengalaman dengan Ag, yang diukur dengan fosforilasi STAT5a, dan dikaitkan dengan tingkat ekspresi FOXP3 yang lebih rendah oleh Treg dan pengurangan kemampuan mereka untuk menekan proliferasi sel T efektor autologus. Data ini memberikan dasar pemikiran yang berkontribusi terhadap mekanisme molekuler dan seluler melalui mana polimorfisme pada gen IL-2RA mempengaruhi regulasi kekebalan tubuh, dan akibatnya pada kerentanan terhadap penyakit autoimun dan inflamasi.",SUPPORT
Terdapat petunjuk dari percobaan laboratorium bahwa peningkatan suhu dan kelembapan dapat mengurangi kelangsungan hidup SARS-CoV-2.,Pengamatan awal dari tim kami dan peneliti lainnya menunjukkan bahwa faktor suhu dan klimatologi dapat mempengaruhi penyebaran virus corona baru ini,SUPPORT
Uji coba obat baru sedang dilakukan di Stanford untuk menentukan apakah obat anti-virus favipiravir dapat mengobati empat dari lima kasus dengan gejala ringan atau sedang.,"Dalam penelitian awal, obat antivirus remdesivir dan favipiravir yang ditargetkan tampaknya bermanfaat bagi pasien dengan mengurangi replikasi virus; uji klinis menunjukkan bahwa remdesivir mempercepat pemulihan dari COVID-19.",SUPPORT
mempraktikkan jarak sosial adalah alat kesehatan masyarakat yang efektif untuk mengurangi penyebaran penyakit.,Kabupaten-kabupaten yang menerapkan kebijakan ini telah secara efektif meningkatkan pembatasan sosial dan memperlambat penyebaran COVID-19.,SUPPORT
"Saat dunia berlomba untuk mendapatkan vaksin COVID-19, uji klinis yang mencerminkan populasi secara luas menjadi sangat penting.","Saat ini, banyak uji coba yang menguji potensi pengobatan dan pilihan pencegahan dilakukan secara global.",SUPPORT
"baik di AS maupun global, bahwa kebijakan penjarakan sosial menyebabkan penurunan mobilitas masyarakat.","penjarakan sosial yang lebih ketat, misalnya dengan memutus 75% ikatan sosial, dapat mengurangi wabah sebesar 75% pada isolasi C, sebesar 33% pada isolasi D, dan sebesar 87% pada strategi isolasi (C+D).",SUPPORT
"Tidak, Teknologi Seluler 5G Tidak Menyebabkan COVID-19","Temuan menunjukkan bahwa kepercayaan terhadap teori konspirasi 5G COVID-19 berkorelasi positif dengan kemarahan negara, yang pada gilirannya, dikaitkan dengan pembenaran yang lebih besar atas kekerasan dalam kehidupan nyata dan hipotetis sebagai respons terhadap dugaan adanya hubungan antara teknologi seluler 5G dan COVID-19, serta adanya niat yang lebih besar untuk melakukan perilaku serupa di masa depan.",SUPPORT
Para ahli mengatakan ada sejumlah alasan mengapa COVID-19 merupakan penyakit yang lebih serius dibandingkan flu musiman.,"Analisis sementara terhadap hasil laboratorium menunjukkan bahwa dibandingkan dengan influenza, pasien dengan COVID-19 menunjukkan peningkatan jumlah sel darah putih yang berkelanjutan, penurunan hemoglobin yang cepat, peningkatan nitrogen urea darah (BUN) dan D-dimer yang lebih cepat, serta tingkat alanin transaminase, protein C-reaktif, feritin, dan fibrinogen yang lebih tinggi.",SUPPORT
"Obat anti inflamasi, termasuk steroid seperti prednison dan obat nonsteroid seperti ibuprofen, bekerja dengan mengurangi peradangan","Saat ini, belum ada bukti pendukung yang mencegah penggunaan ibuprofen.",SUPPORT
Tidak ada bukti ilmiah bahwa menara 5G menyebabkan gejala COVID-19 atau radiasi 5G membuat orang lebih rentan terhadap infeksi SARS-CoV2.,"Sebagai penutup, kami menjajaki penggunaan teknologi seperti Internet of Things (IoT), Kendaraan Udara Tak Berawak (UAV), blockchain, Kecerdasan Buatan (AI), dan 5G, antara lain, untuk membantu memitigasi dampak wabah COVID-19.",SUPPORT
Pra-mRNA yang terkait dengan komponen spliceosomal lebih stabil dibandingkan substrat penyambungan yang tidak terkait.,"Pemrosesan RNA dilakukan di dekat tempat transkripsi, menunjukkan adanya hubungan regulasi antara transkripsi dan penyambungan pra-mRNA. Dengan menggunakan uji transkripsi/penyambungan in vitro, kami menunjukkan bahwa hubungan transkripsi RNA polimerase II (Pol II) dan penyambungan pra-mRNA diperlukan untuk ekspresi gen yang efisien. RNA yang disintesis Pol II yang mengandung situs penyambungan fungsional dilindungi dari degradasi nuklir, mungkin karena konsentrasi lokal dari mesin penyambungan cukup tinggi untuk memastikan hubungannya dengan interaksi dengan nuklease. Lebih jauh lagi, proses transkripsi mempengaruhi penyambungan alternatif dari pra-mRNA yang baru disintesis. Karena RNA polimerase lain tidak memberikan perlindungan serupa terhadap nuklease, dan produk RNA-nya menunjukkan pola penyambungan yang berubah, hubungan antara transkripsi dan pemrosesan RNA bersifat khusus untuk RNA Pol II. Kami mengusulkan bahwa hubungan antara transkripsi oleh Pol II dan penyambungan pra-mRNA menjamin waktu paruh yang lebih lama dan pemrosesan yang tepat dari pra-mRNA yang baru lahir.",SUPPORT
Memvariasikan tingkat ekspresi EBI2 mempengaruhi posisi dan migrasi sel B.,"EBI2, alias GPR183, adalah reseptor pasangan G yang awalnya diidentifikasi pada tahun 1993 sebagai salah satu gen utama yang diinduksi dalam garis sel limfoma Burkitt BL41 oleh infeksi virus Epstein-Barr (EBV). Setelah dilaporkan pada tahun 2009 bahwa reseptor memainkan peran penting dalam mengatur migrasi dan respons sel B, kami memulai upaya untuk mencari ligan endogennya. Pada tahun 2011 kami dan kelompok lain melaporkan identifikasi 7α, 25-dihydroxyxcholesterol (7α, 25-OHC), sebuah oxysterol, sebagai kemungkinan ligan fisiologis EBI2. Beberapa penelitian yang diterbitkan kemudian menjelaskan lebih lanjut bagaimana 7α, 25-OHC terikat ke EBI2, dan bagaimana gradien 7α, 25-OHC dapat dihasilkan secara in vivo dan mengatur migrasi, aktivasi, dan fungsi sel B, sel T, sel dendritik (DC), monosit/makrofag, dan astrosit. Identifikasi 7α, 25-OHC sebagai ligan reseptor berpasangan protein G mengungkapkan sistem sinyal oksisterol yang sebelumnya tidak diketahui, suatu kelas molekul yang menjalankan fungsi biologis yang mendalam. Disregulasi sintesis atau fungsi molekul-molekul ini diyakini berkontribusi terhadap peradangan dan penyakit autoimun, penyakit kardiovaskular, penyakit neurodegeneratif, kanker serta penyakit metabolik seperti diabetes, obesitas, dan dislipidemia. Oleh karena itu EBI2 mungkin mewakili target yang menjanjikan untuk intervensi terapeutik penyakit manusia.",SUPPORT
Tikus yang kekurangan Sirt1 pada neuron pengekspres Sf1 telah meningkatkan kerentanan terhadap obesitas dan resistensi insulin yang disebabkan oleh pola makan.,"Pemberian makanan berkalori tinggi secara kronis menyebabkan obesitas dan diabetes melitus tipe 2 (T2DM), penyakit yang menyerang ratusan juta orang. Oleh karena itu, memahami jalur perlindungan terhadap ketidakseimbangan metabolisme yang disebabkan oleh pola makan adalah hal yang sangat penting secara medis. Di sini, kami menunjukkan bahwa tikus yang kekurangan SIRT1 pada neuron faktor steroidogenik 1 (SF1) hipersensitif terhadap obesitas karena pengeluaran energi yang maladaptif. Selain itu, tikus mutan juga mengalami peningkatan kerentanan terhadap penyakit T2DM akibat resistensi insulin pada otot rangka. Secara mekanis, penyimpangan ini sebagian timbul dari gangguan kerja metabolisme neuropeptida orexin-A dan hormon leptin. Sebaliknya, tikus yang mengekspresi SIRT1 secara berlebihan pada neuron SF1 lebih resisten terhadap obesitas yang disebabkan oleh pola makan dan resistensi insulin karena peningkatan pengeluaran energi dan peningkatan sensitivitas insulin otot rangka. Hasil kami mengungkap peran perlindungan penting SIRT1 dalam neuron SF1 terhadap ketidakseimbangan metabolisme makanan.",SUPPORT
perokok sebenarnya lebih kecil kemungkinannya untuk tertular Covid-19 secara serius,Hal ini menunjukkan bahwa nikotin mungkin memiliki efek preventif atau modulasi pada respon inflamasi di paru-paru.,SUPPORT
"CORONAVIRUS pertama kali muncul dari pasar makanan laut di kota Wuhan di Tiongkok, namun teori tersebut mendapat tantangan.","COVID19, yang tampaknya berasal dari Tiongkok pada bulan Desember 2019, telah menyebar ke seluruh dunia secara pandemi.",SUPPORT
"Masker yang lebih khusus, yang dikenal sebagai respirator N95, dapat melindungi dari virus corona baru, yang juga disebut SARS-CoV-2.","Masker wajah bedah secara signifikan mengurangi deteksi RNA virus influenza pada tetesan pernapasan dan RNA virus corona dalam aerosol, dengan kecenderungan penurunan deteksi RNA virus corona pada tetesan pernapasan.",SUPPORT
"Gen PRDM1, bila dikombinasikan dengan gen PRDM14, memainkan peran penting selama spesifikasi sel germinal primordial.","Blimp1 (Prdm1), penentu utama sel germinal primordial (PGCs), memainkan peran kombinatorial dengan Prdm14 selama spesifikasi PGC dari sel epiblast pascaimplantasi. Mereka bersama-sama memulai pemrograman ulang epigenetik pada sel germinal awal menuju kondisi berpotensi majemuk, yang setara dengan sel induk embrionik (ESC). Meskipun Prdm14 sendiri dapat mendorong pemrograman ulang dan penting untuk penyebaran negara berpotensi majemuk, tidak diketahui apakah Blimp1 juga terlibat. Dengan menggunakan pendekatan genetik, kami menunjukkan bahwa Blimp1 dapat digunakan untuk derivasi dan pemeliharaan ESC dan sel induk epiblast pascaimplantasi (epiSCs). Khususnya, Blimp1 juga dapat digunakan untuk memprogram ulang epiSC menjadi ESC. Jadi, meskipun Blimp1 wajib untuk spesifikasi PGC, Blimp1 tidak diperlukan untuk pengembalian epiSC ke ESC dan untuk pemeliharaannya setelahnya. Studi ini menunjukkan bahwa pemrograman ulang, termasuk sel somatik ke ESC, mungkin tidak memerlukan rute wajib melalui keadaan mirip PGC positif Blimp1.",SUPPORT
"Terdapat bukti bahwa dalam kondisi tertentu, orang yang mengidap COVID-19 tampaknya telah menulari orang lain yang berada dalam jarak lebih dari 6 kaki.",Pemerintah berbagai negara telah mengadopsi berbagai kebijakan untuk membendung epidemi ini dan yang paling umum adalah penjarakan sosial dan lockdown. Analisis kami menunjukkan bahwa langkah-langkah tersebut dapat memperlambat wabah. Kita dapat mengurangi ukuran epidemi dan memperpanjang waktu untuk mencapai puncak epidemi dengan secara serius mengikuti langkah-langkah yang disarankan oleh pihak berwenang.,SUPPORT
94% orang dengan penyebab kematian tambahan masih mengidap COVID-19,"Dibandingkan dengan kelompok sembuh, pasien pada kelompok kematian lebih banyak yang menunjukkan karakteristik usia lanjut, penyakit penyerta yang sudah ada sebelumnya, sesak napas, penurunan saturasi oksigen, peningkatan jumlah sel darah putih, penurunan limfosit, dan peningkatan kadar CRP.",SUPPORT
"Tidak, 5G tidak menyebabkan COVID-19 atau menciptakan virus corona","Teknologi komunikasi 5G memiliki karakteristik kecepatan yang lebih cepat, waktu tunda yang lebih singkat, dan kapasitas yang lebih padat. Dalam upaya pencegahan dan pengendalian epidemi COVID-19, hal ini dapat lebih meningkatkan efisiensi kerja dokter. diagnosis, meningkatkan pasien&apos; pengalaman medis, mewujudkan berbagi sumber daya medis berkualitas tinggi dan pertukaran informasi secara real-time dari jarak jauh, secara efektif memblokir penyebaran epidemi, mengurangi kekurangan sumber daya medis dan staf medis, dan menjadikan pencegahan dan pengendalian epidemi lebih efisien.",SUPPORT
