teks_klaim,is_claim,source,category
Resources to support people experiencing homelessness,false,coaid_news,OTHER
Protect Your Family,false,coaid_news,PREVENTION
Interim Additional Guidance for Outpatient and Ambulatory Care Settings: Responding to Community Transmission of COVID-19 in the United States,false,coaid_news,OTHER
People with Disabilities,false,coaid_news,OTHER
Strategic priority infection prevention and control (IPC) activities for containment and prevention of COVID-19 cases at healthcare facilities in non-US settings,false,coaid_news,PREVENTION
Information for Healthcare Professionals: COVID-19 and Underlying Conditions,false,coaid_news,DIAGNOSIS
FAQs about Hand Hygiene for Healthcare Personnel,false,coaid_news,TREATMENT
CDC Launches New Weekly COVID-19 Surveillance Report,false,coaid_news,OTHER
Prepare your Small Business and Employees for the Effects of COVID-19,false,coaid_news,OTHER
"""Social Distancing, Quarantine, and Isolation""",false,coaid_news,OTHER
Cloth Face Coverings: Questions and Answers,false,coaid_news,OTHER
What Airline Customer Service Representatives and Gate Agents Need to Know about COVID-19,false,coaid_news,OTHER
COVID-19-Related Phone Scams and Phishing Attacks,false,coaid_news,OTHER
Stop the Spread of Rumors,false,coaid_news,OTHER
"""Recommendation Regarding the Use of Cloth Face Coverings, Especially in Areas of Significant Community-Based Transmission""",false,coaid_news,DIAGNOSIS
What Aircraft Maintenance Workers Need to Know about COVID-19,false,coaid_news,OTHER
Healthcare Infection Prevention and Control FAQs for COVID-19,false,coaid_news,PREVENTION
Interim Guidance for Collection and Submission of Postmortem Specimens from Deceased Persons Under Investigation (PUI) for COVID-19,false,coaid_news,OTHER
Graphics and Images,false,coaid_news,OTHER
People with Asthma and COVID-19,false,coaid_news,OTHER
Clean & Disinfect,false,coaid_news,OTHER
What Law Enforcement Personnel Need to Know about Coronavirus Disease 2019 (COVID-19),false,coaid_news,DIAGNOSIS
Talking with children about Coronavirus Disease 2019,false,coaid_news,DIAGNOSIS
Disinfecting Your Facility if Someone is Sick,false,coaid_news,OTHER
Schools & Childcare: Guidance for School Settings,false,coaid_news,MATERNAL_CHILD
"""Preparing for COVID-19: Long-term Care Facilities, Nursing Homes""",false,coaid_news,OTHER
Resources for Large Community Events & Mass Gatherings,false,coaid_news,OTHER
Previous U.S. COVID-19 Case Data,false,coaid_news,OTHER
Public Health Recommendations for Community-Related Exposure,false,coaid_news,TREATMENT
Interim Laboratory Biosafety Guidelines for Handling and Processing Specimens Associated with Coronavirus Disease 2019 (COVID-19),false,coaid_news,DIAGNOSIS
Prepare to Care for COVID-19: Get Your Practice Ready,false,coaid_news,OTHER
Travelers Prohibited from Entry to the United States,false,coaid_news,OTHER
Phone Advice Line Guidelines for Children (2-17 years) or Adults (≥ 18 years) with Possible COVID-19,false,coaid_news,MATERNAL_CHILD
Get Ready for COVID-19,false,coaid_news,OTHER
Interim Guidance for Outpatient Hemodialysis Facilities,false,coaid_news,OTHER
Reducing Stigma,false,coaid_news,OTHER
"""CDC Issues Domestic Travel Advisory for New York, New Jersey, and Connecticut""",false,coaid_news,OTHER
"""Keeping Workplaces, Homes, Schools, or Commercial Establishments Safe""",false,coaid_news,OTHER
Protect your home,false,coaid_news,PREVENTION
Travelers Returning from Cruise Ship and River Cruise Voyages,false,coaid_news,OTHER
Respuestas a las preguntas más frecuentes,false,coaid_news,OTHER
Alternative Care Sites,false,coaid_news,OTHER
Get Your Home Ready,false,coaid_news,OTHER
CDC Statement on Self-Quarantine Guidance for Greater New York City Transportation and Delivery Workers,false,coaid_news,NUTRITION
Screening and Triage at Intake,false,coaid_news,DIAGNOSIS
Coronavirus disease 2019 (COVID-19) Checklist: Older Persons,false,coaid_news,DIAGNOSIS
Resources for Healthcare Facilities,false,coaid_news,TREATMENT
Publications,false,coaid_news,OTHER
Related Materials,false,coaid_news,OTHER
Get Your Community- and Faith-Based Organizations Ready for Coronavirus Disease 2019,false,coaid_news,DIAGNOSIS
Florida Community Mitigation,false,coaid_news,OTHER
People Experiencing Unsheltered Homelessness Interim Guidance,false,coaid_news,OTHER
Interim Guidance for Responding to Coronavirus Disease 2019 (COVID-19) among People Experiencing Unsheltered Homelessness,false,coaid_news,DIAGNOSIS
Resources for Institutes of Higher Education,false,coaid_news,OTHER
Blood and Plasma Collection,false,coaid_news,OTHER
Information for Health Departments on Reporting Cases of COVID-19,false,coaid_news,TREATMENT
Steps Healthcare Facilities Can Take Now to Prepare for Coronavirus Disease 2019 (COVID-19),false,coaid_news,DIAGNOSIS
Retirement Communities and Independent Living,false,coaid_news,OTHER
Steps Healthcare Facilities Can Take,false,coaid_news,TREATMENT
Retirement Communities and Independent Living Facilities,false,coaid_news,OTHER
Interim Guidance for Implementing Home Care of People Not Requiring Hospitalization for Coronavirus Disease 2019 (COVID-19),false,coaid_news,DIAGNOSIS
Strategies to Allocate Ventilators from Stockpiles to Facilities,false,coaid_news,OTHER
K-12 Schools and Childcare Programs,false,coaid_news,MATERNAL_CHILD
Frequently Asked Questions about Laboratory Biosafety and SARS-CoV-2,false,coaid_news,OTHER
"""COVID-19 in a Long-Term Care Facility — King County, Washington, February 27–March 9, 2020""",false,coaid_news,OTHER
"""Severe Outcomes Among Patients with Coronavirus Disease 2019 (COVID-19) — United States, February 12–March 16, 2020""",false,coaid_news,DIAGNOSIS
Frequently Asked Questions about Hand Hygiene for Healthcare Personnel Responding to COVID-2019,false,coaid_news,TREATMENT
COVID-19: What people with HIV should know,false,coaid_news,OTHER
Caring for Yourself at Home,false,coaid_news,OTHER
Interim Guidance for Administrators of US Institutions of Higher Education,false,coaid_news,OTHER
Institutes of Higher Education,false,coaid_news,OTHER
Strategies for Optimizing the Supply of Facemasks,false,coaid_news,MENTAL_HEALTH
Strategies for Optimizing the Supply of Eye Protection,false,coaid_news,PREVENTION
Strategies for Optimizing the Supply of Isolation Gowns,false,coaid_news,OTHER
"""Initial Investigation of Transmission of COVID-19 Among Crew Members During Quarantine of a Cruise Ship — Yokohama, Japan, February 2020""",false,coaid_news,OTHER
Strategies for Optimizing the Supply of N95 Respirators: Crisis/Alternate Strategies,false,coaid_news,OTHER
"Santa Clara County, California Community Mitigation",false,coaid_news,OTHER
Massachusetts Community Mitigation,false,coaid_news,OTHER
"""New Rochelle, New York (Westchester County) Community Mitigation""",false,coaid_news,OTHER
"""Seattle-King, Pierce and Snohomish , Washington Community Mitigation""",false,coaid_news,NUTRITION
Criteria for Return to Work for Healthcare Personnel with Confirmed or Suspected (COVID-19),false,coaid_news,TREATMENT
Strategies for Optimizing the Supply of N95 Respirators: Contingency Capacity Strategies,false,coaid_news,OTHER
Get Your Mass Gatherings or Large Community Events Ready,false,coaid_news,OTHER
Discontinuation of In-Home Isolation for Immunocompromised Persons with COVID-19 (Interim Guidance),false,coaid_news,PREVENTION
FAQs for Event Organizers & Individuals,false,coaid_news,OTHER
Caring for Someone Who Is Sick,false,coaid_news,OTHER
CDC Statement for Healthcare Personnel on Hand Hygiene during the Response to the International Emergence of COVID-19,false,coaid_news,TREATMENT
"""Evaluation of the Effectiveness of Surveillance and Containment Measures for the First 100 Patients with COVID-19 in Singapore — January 2–February 29, 2020""",false,coaid_news,OTHER
Symptoms & Testing,false,coaid_news,DIAGNOSIS
Get Your Clinic Ready for Coronavirus Disease 2019 (COVID-19),false,coaid_news,DIAGNOSIS
Recommended Precautions for Preventing Spread of COVID-19 in Election Polling Locations,false,coaid_news,PREVENTION
Interim Guidance for Emergency Medical Services (EMS) Systems and 911 Public Safety Answering Points (PSAPs) for COVID-19 in the United States,false,coaid_news,OTHER
Guidance for Institutions of Higher Education with Students Participating in International Travel or Study Abroad Programs,false,coaid_news,OTHER
Updated Guidance on Evaluating and Testing Persons for Coronavirus Disease 2019 (COVID-19),false,coaid_news,DIAGNOSIS
COVID-19 and Cruise Ship Travel,false,coaid_news,OTHER
Checklist for Community and Faith Leaders,false,coaid_news,OTHER
Preventing the Spread of Coronavirus Disease 2019 in Homes and Residential Communities,false,coaid_news,DIAGNOSIS
"""Active Monitoring of Persons Exposed to Patients with Confirmed COVID-19 — United States, January–February 2020""",false,coaid_news,OTHER
Strategies for Optimizing the Supply of N95 Respirators: Conventional Capacity Strategies,false,coaid_news,OTHER
Interim Guidance for Healthcare Facilities,false,coaid_news,TREATMENT
MMWR: Public Health Response to the Coronavirus Disease 2019 Outbreak— United States,false,coaid_news,DIAGNOSIS
Stigma Related to COVID-19,false,coaid_news,OTHER
Healthcare Professional Preparedness Checklist For Transport and Arrival of Patients With Confirmed or Possible COVID-19,false,coaid_news,TREATMENT
Interim Guidance for Ships on Managing Suspected Coronavirus Disease 2019,false,coaid_news,DIAGNOSIS
"""CDC Grows SARS-CoV-2, the virus that causes COVID-19, in Cell Culture""",false,coaid_news,DIAGNOSIS
WHO and European Investment Bank strengthen efforts to combat COVID-19 and build resilient health systems to face future pandemics,false,coaid_news,TREATMENT
"Global leaders unite to ensure everyone everywhere can access new vaccines, tests and treatments for COVID-19",false,coaid_news,TREATMENT
"""Support Nurses and Midwives through COVID-19 and beyond""",false,coaid_news,OTHER
"""WHO, UN Foundation and partners launch first-of-its-kind COVID-19 Solidarity Response Fund""",false,coaid_news,OTHER
"""Algeria’s COVID-19 hotline props up rapid response""",false,coaid_news,OTHER
"""Updated WHO Information Note: Ensuring continuity of TB services during the COVID-19 pandemic""",false,coaid_news,OTHER
"""COVID 19: Occupational Health""",false,coaid_news,TREATMENT
"""New COVID-19 hotline in Romania provides up-to-date public advice""",false,coaid_news,OTHER
"""WHO and UNICEF to partner on pandemic response through COVID-19 Solidarity Response Fund""",false,coaid_news,OTHER
"""WHO’s COVID19 technical support to Egypt""",false,coaid_news,OTHER
"""WHO Information Note: Ensuring continuity of TB services during the COVID-19 pandemic""",false,coaid_news,OTHER
"""Children’s story book released to help children and young people cope with COVID-19""",false,coaid_news,MATERNAL_CHILD
"""WHO Timeline - COVID-19""",false,coaid_news,OTHER
"""COVID-19 medical supply to Afghanistan""",false,coaid_news,OTHER
"""Public statement for collaboration on COVID-19 vaccine development""",false,coaid_news,PREVENTION
"""GLOBAL NEWS: Busting myths on alcohol and COVID-19""",false,coaid_news,MYTH
"""WHO supports Djibouti with preparedness and response plan as first COVID19 case in the country is reported.""",false,coaid_news,OTHER
"""Information sharing on COVID-19""",false,coaid_news,OTHER
"""Ensuring continuity of TB services during the COVID-19 pandemic""",false,coaid_news,OTHER
"""Bacille Calmette-Guérin (BCG) vaccination and COVID-19""",false,coaid_news,PREVENTION
"""European Commission supports WHO’s COVID19 response across Eastern Europe and the Caucasus""",false,coaid_news,OTHER
"""First UN solidarity flight departs Addis Ababa carrying vital COVID-19 medical supplies to all African nations""",false,coaid_news,OTHER
"""Iraq produces COVID-19 laboratory supplies to test cases more rapidly""",false,coaid_news,DIAGNOSIS
"""A Joint Statement on Tourism and COVID-19 - UNWTO and WHO Call for Responsibility and Coordination""",false,coaid_news,OTHER
"""ICC-WHO Joint Statement: An unprecedented private sector call to action to tackle COVID-19""",false,coaid_news,OTHER
"""WHO advice - staying safe during season of religious and cultural events, amid the COVID-19 outbreak""",false,coaid_news,OTHER
"""WHO/PAHO support’s Haiti’s COVID-19 preparedness efforts""",false,coaid_news,OTHER
"""WHO Europe: preventing COVID-19 spread in prisons""",false,coaid_news,PREVENTION
"""New WHO tools for supplies and to help hospitals manage surge in COVID-19 patients""",false,coaid_news,OTHER
"""WHO urges countries to ensure the continuity of malaria services in the context of the COVID-19 pandemic""",false,coaid_news,OTHER
"""WHO delivers advice and support for older people during COVID-19""",false,coaid_news,OTHER
"""Medical Product Alert N°3/2020""",false,coaid_news,OTHER
"""Digital technology for COVID-19 response""",false,coaid_news,OTHER
"""Modes of transmission of virus causing COVID-19: implications for IPC precaution recommendations""",false,coaid_news,DIAGNOSIS
"""WHO releases guidelines to help countries maintain essential health services during the COVID-19 pandemic""",false,coaid_news,TREATMENT
"""WHO in Africa holds first ‘hackathon’ for COVID-19""",false,coaid_news,OTHER
"""WHO delegation concludes COVID-19 technical mission to Egypt""",false,coaid_news,OTHER
"""Support for Lao PDR’s response to COVID-19""",false,coaid_news,OTHER
"""An online platform for COVID-19 guidance and research for the Americas region""",false,coaid_news,OTHER
"""WHO statement on cases of COVID-19 surpassing 100 000""",false,coaid_news,OTHER
"""Off-label use of medicines for COVID-19""",false,coaid_news,OTHER
"""Health System Response Monitor: WHO new tool analyses COVID-19 response measures across European countries""",false,coaid_news,TREATMENT
"""WHO lists two COVID-19 tests for emergency use""",false,coaid_news,DIAGNOSIS
"""Joint Leader's statement - Violence against children: A hidden crisis of the COVID-19 pandemic""",false,coaid_news,MATERNAL_CHILD
"""Advice on the use of point-of-care immunodiagnostic tests for COVID-19""",false,coaid_news,DIAGNOSIS
"""“China shows COVID-19 responses must be tailored to the local context”""",false,coaid_news,OTHER
"""WHO calls for urgent, aggressive actions to combat COVID-19, as cases soar in South-East Asia Region""",false,coaid_news,OTHER
"""WHO/PAHO Prepares Barbados for COVID-19 Testing""",false,coaid_news,DIAGNOSIS
"""Azerbaijan steps up COVID-19 preparedness and readiness measures""",false,coaid_news,OTHER
"""Scaling up contract tracing to combat COVID-19 in Kenya""",false,coaid_news,OTHER
"""WHO launches a chatbot on Facebook Messenger to combat COVID-19 misinformation""",false,coaid_news,MYTH
"""WHO updates COVID-19 dashboard with better data visualization""",false,coaid_news,OTHER
"""GLOBAL: More than 500,000 responders have signed up on WHO’s online COVID-19 courses""",false,coaid_news,DIAGNOSIS
"""Azerbaijan steps up COVID-19 preparedness and readiness measures, welcoming WHO mission""",false,coaid_news,OTHER
"""OHCHR, IOM, UNHCR and WHO joint press release: the rights and health of refugees, migrants and stateless must be protected in COVID-19 response""",false,coaid_news,PREVENTION
"""GLOBAL: WHO has developed and made available online a tool for behavioural insights on COVID-19""",false,coaid_news,OTHER
"""Kyrgyzstan scaling up its preparedness, readiness and response capacities: COVID-19""",false,coaid_news,OTHER
"""WHO, Saudi Arabia join forces to fight COVID-19 in the Eastern Mediterranean Region and beyond""",false,coaid_news,OTHER
"""COVID-19: IFRC, UNICEF and WHO issue guidance to protect children and support safe school operations""",false,coaid_news,PREVENTION
"""Pass the message: Five steps to kicking out coronavirus""",false,coaid_news,DIAGNOSIS
"""WHO Director-General calls on G20 to Fight, Unite, and Ignite against COVID-19""",false,coaid_news,OTHER
"""WHO Health Alert brings COVID-19 facts to billions via WhatsApp""",false,coaid_news,TREATMENT
"""First ever State of the World’s Nursing report launched amid COVID19 pandemic""",false,coaid_news,OTHER
"""WHO-China Joint Mission on Coronavirus Disease 2019 (COVID-19)""",false,coaid_news,DIAGNOSIS
"""Benin goes on digital offensive against COVID-19""",false,coaid_news,OTHER
"""National Ethics Committees and COVID-19""",false,coaid_news,OTHER
"""WHO launches online training for COVID-19 responders and 10-point strategy""",false,coaid_news,OTHER
"""WHO guidelines to help European countries maintain essential health services during the COVID 19 pandemic""",false,coaid_news,TREATMENT
