claim,evidence,label
Vitamin D Menurunkan Risiko COVID-19,"Beberapa penelitian menunjukkan peran vitamin D dalam mengurangi risiko infeksi saluran pernafasan akut dan pneumonia. Ini termasuk penghambatan langsung dengan replikasi virus atau dengan cara anti-inflamasi atau imunomodulator. Dalam meta-analisis, suplementasi vitamin D terbukti aman dan efektif melawan infeksi saluran pernafasan akut. Oleh karena itu, orang-orang yang berisiko lebih tinggi mengalami kekurangan vitamin D selama pandemi global ini harus mempertimbangkan untuk mengonsumsi suplemen vitamin D untuk menjaga sirkulasi 25(OH)D pada tingkat optimal (75-125nmol/L).",SUPPORT
Asal usul virus corona ditelusuri ke pasar hewan di Wuhan,"Namun, sumber dan rutinitas penularan SARSCoV2 masih sulit dipahami (1).",NEUTRAL
"Model tikus dapat dihasilkan dengan menggunakan ""spermatid buatan"".","Sel haploid dapat menerima analisis genetik. Keberhasilan baru-baru ini dalam derivasi sel induk embrionik haploid tikus (haESCs) melalui partenogenesis telah memungkinkan skrining genetik pada sel mamalia. Namun, keberhasilan menghasilkan hewan hidup dari haESC ini, yang diperlukan untuk memperluas analisis genetik hingga tingkat organisme, belum tercapai. Di sini, kami melaporkan derivasi haESC dari blastokista androgenetik. Sel-sel ini, yang disebut sebagai AG-haESCs, mempertahankan sebagian jejak paternalnya, mengekspresikan penanda pluripotensi ESC klasik, dan berkontribusi pada berbagai jaringan, termasuk germline, setelah disuntikkan ke dalam blastokista diploid. Yang mengejutkan, tikus hidup dapat diperoleh dengan menyuntikkan AG-haESCs ke dalam oosit MII, dan tikus ini mempunyai sifat genetik yang dibawa haESC dan berkembang menjadi tikus dewasa yang subur. Selain itu, penargetan gen melalui rekombinasi homolog dapat dilakukan pada AG-haESCs. Hasil kami menunjukkan bahwa AG-haESCs dapat digunakan sebagai agen pembuahan yang dapat diatur secara genetik untuk produksi hewan hidup melalui injeksi ke dalam oosit.",SUPPORT
Penderita diabetes mungkin tidak memiliki risiko lebih besar terkena COVID-19 dibandingkan mereka yang tidak mengidap diabetes tipe 1 atau tipe 2.,hubungan antara DM dan komplikasi parah akibat COVID-19 masih belum jelas,SUPPORT
"Dalam keadaan naif, memblokir sekresi Wingless-Int-1 dari sel induk embrio tikus akan menghambat pembaharuan diri sel induk embrio tikus.","Sel induk berpotensi majemuk ada dalam keadaan naif dan prima, dilambangkan dengan sel induk embrionik tikus (ESCs) dan sel induk epiblast yang perkembangannya lebih maju (EpiSCs; ref.). Dalam keadaan ESC yang naif, genom memiliki konformasi terbuka yang tidak biasa dan memiliki tanda epigenetik represif yang minimal. Sebaliknya, EpiSCs telah mengaktifkan mesin epigenetik yang mendukung diferensiasi menuju tipe sel embrionik. Oleh karena itu, transisi dari pluripotensi naif ke prima merupakan peristiwa penting dalam diferensiasi seluler. Namun sinyal yang mengontrol langkah diferensiasi mendasar ini masih belum jelas. Kami tunjukkan di sini bahwa sinyal Wnt parakrin dan autokrin merupakan faktor pembaharuan diri yang penting untuk ESC, dan diperlukan untuk menghambat diferensiasinya menjadi EpiSC. Selain itu, kami menemukan bahwa protein Wnt dalam kombinasi dengan sitokin LIF cukup untuk mendukung pembaharuan diri ESC tanpa adanya faktor yang tidak terdefinisi, dan mendukung derivasi jalur ESC baru, termasuk yang berasal dari strain tikus yang tidak permisif. Hasil kami tidak hanya menunjukkan bahwa sinyal Wnt mengatur transisi pluripotensi yang naif ke prima, tetapi juga mengidentifikasi Wnt sebagai faktor pembaharuan diri ESC yang penting dan membatasi.",SUPPORT
Perokok 'empat kali lebih kecil kemungkinannya' tertular Covid-19,Penelitian epidemiologis dan laboratorium tampaknya menunjukkan bahwa merokok dan mungkin nikotin saja dapat mengurangi keparahan COVID-19.,SUPPORT
Namun memblokir jaringan komunikasi sistem kekebalan tubuh saat virus corona melancarkan serangan dapat menimbulkan konsekuensi yang tidak diinginkan.,"Berdasarkan percobaan pada hewan, dan telah memperoleh data tentang jenis virus corona lain dan asumsi yang masuk akal, dapat diasumsikan bahwa pasien serokonversi memiliki kekebalan dalam durasi terbatas dan risiko infeksi ulang yang sangat rendah.",NEUTRAL
Penanganan transkrip mitokondria pasca-transkripsi terjadi pada butiran RNA mitokondria.,"Vesikel ekstraseluler (EVs) adalah vesikel membran turunan sel, dan mewakili mekanisme endogen untuk komunikasi antar sel. Sejak penemuan bahwa EV mampu mentransfer informasi biologis secara fungsional, potensi penggunaan EV sebagai sarana penghantaran obat telah mendapatkan perhatian ilmiah yang cukup besar. Kendaraan listrik mungkin memiliki banyak keunggulan dibandingkan kendaraan pengantar obat yang tersedia saat ini, seperti kemampuannya mengatasi hambatan alami, sifat penargetan sel intrinsiknya, dan stabilitas dalam sirkulasi. Namun, penerapan terapeutik EV sebagai sistem penghantaran obat masih terbatas karena kurangnya metode isolasi EV yang terukur dan pemuatan obat yang efisien. Selain itu, untuk mencapai pengiriman obat yang ditargetkan, sifat penargetan sel intrinsiknya harus disesuaikan melalui rekayasa EV. Di sini, kami meninjau dan mendiskusikan kemajuan terkini dan tantangan yang tersisa dalam pengembangan kendaraan listrik sebagai sarana pengiriman obat.",NEUTRAL
"camostat mesylate adalah obat yang mungkin berfungsi untuk memerangi COVID-19, penyakit yang disebabkan oleh virus corona SARS-CoV-2.","Pada titik ini, data yang disajikan di sini mengenai hidroksiklorokuin, baik sendiri atau dikombinasikan dengan azitromisin (bersama dengan data in vivo yang dilaporkan sebelumnya pada kera dan musang) tidak memberikan dasar ilmiah untuk penggunaan obat ini lebih lanjut pada manusia.",NEUTRAL
Tidak ada bukti vitamin c dapat mengobati atau menyembuhkan virus corona.,"Tiga puluh satu persen pedoman tersebut menyoroti pentingnya mineral dan vitamin seperti seng dan vitamin C, A, dan D untuk menjaga sistem kekebalan tubuh berfungsi dengan baik.",SUPPORT
penjarakan sosial saja dapat menghentikan penyebaran virus,pembatasan sosial dan telah memperlambat penyebaran COVID-19.,SUPPORT
Ada korelasi signifikan antara rendahnya kadar vitamin D dan kematian akibat COVID-19,"penyelidikan ekologi di 51 negara termasuk 408.748 peserta, analisis menunjukkan tidak ada korelasi antara kadar vitamin D dan tingkat pemulihan (r= 0,041) serta tingkat kematian (r=-0,073) secara global.",CONTRADICT
Negara-negara dengan cuaca panas belum melaporkan kasus COVID-19.,"Kesimpulannya, Allium sativum mungkin merupakan tindakan pencegahan yang dapat diterima terhadap infeksi COVID-19 untuk meningkatkan sel sistem kekebalan tubuh dan untuk menekan produksi dan sekresi sitokin proinflamasi serta hormon leptin yang berasal dari jaringan adiposa yang memiliki sifat proinflamasi.",NEUTRAL
Sauna atau mandi air panas bisa membunuh Covid-19,"Karena banyak virus corona sensitif terhadap panas, pemanasan inaktivasi sampel pada suhu 56C sebelum pengujian dianggap sebagai metode yang mungkin dilakukan untuk mengurangi risiko penularan, namun efek pemanasan pada pengukuran antibodi SARS-CoV-2 masih belum jelas.",CONTRADICT
Pengobatan dengan protein bernama FN merusak kemampuan regeneratif otot yang menua.,"LATAR BELAKANG Individu dengan gangguan fungsi paru berat memiliki peningkatan risiko kanker paru. Apakah penurunan volume ekspirasi paksa dalam 1 detik (FEV(1)) yang lebih ringan juga meningkatkan risiko kanker paru-paru masih kontroversial. Selain itu, terdapat sedikit konsensus mengenai apakah pria dan wanita memiliki risiko yang sama terhadap kanker paru-paru dalam penurunan FEV(1) yang serupa.   
 METODE Pencarian dilakukan pada PubMed dan EMBASE dari Januari 1966 hingga Januari 2005 dan penelitian yang meneliti hubungan antara FEV1 dan kanker paru-paru diidentifikasi. Pencarian dibatasi pada penelitian yang berbasis populasi, menggunakan desain prospektif, berukuran besar (> atau = 5000 peserta), dan disesuaikan dengan status merokok.   
 HASIL Dua puluh delapan abstrak diidentifikasi, enam di antaranya tidak melaporkan FEV1 dan delapan tidak menyesuaikan diri dengan kebiasaan merokok. Laporan ini mencakup empat penelitian yang melaporkan FEV1 pada kuintil. Risiko kanker paru meningkat seiring dengan penurunan FEV1. Dibandingkan dengan kuintil FEV1 tertinggi (> 100% prediksi), kuintil FEV1 terendah (< sekitar 70% prediksi) dikaitkan dengan peningkatan risiko kanker paru-paru sebesar 2,23 kali lipat (interval kepercayaan (CI) 95% 1,73 hingga 2,86) dan peningkatan risiko kanker paru-paru sebesar 3,97 kali lipat pada wanita (95% CI 1,93 hingga 8,25). Bahkan penurunan FEV1 yang relatif kecil (sekitar 90% dari perkiraan) meningkatkan risiko kanker paru sebesar 30% pada pria (95% CI 1,05 hingga 1,62) dan 2,64 kali lipat pada wanita (95% CI 1,30 hingga 5,31).   
 KESIMPULAN Penurunan FEV1 sangat terkait dengan kanker paru-paru. Bahkan penurunan FEV1 yang relatif kecil merupakan prediktor kanker paru-paru yang signifikan, terutama di kalangan wanita.",NEUTRAL
Asal usul virus corona ditelusuri ke pasar hewan di Wuhan,"Infeksi Covid19 dimulai di Wuhan (Hubei, Tiongkok) pada bulan Desember 2019.",SUPPORT
"Penyakit COVID-19 yang disebabkan oleh SARS-CoV-2 diketahui memiliki tiga fase penyakit, yaitu fase infeksi awal, fase paru-paru, dan fase hiperinflamasi parah. Namun, SARS-CoV-2 bukan hanya virus tropik paru tetapi juga menginfeksi sel usus dan endotel pembuluh darah.","Berbagai upaya kini dilakukan untuk mencari pengobatan bagi pasien COVID-19. Sejauh ini, beberapa obat anti-virus dan imunosupresif atau imunomodulasi telah menunjukkan beberapa kemanjuran terhadap COVID-19 baik secara in vitro, pada model hewan, serta dalam rangkaian kasus.",NEUTRAL
"Kedua obat acetaminophen dan ibuprofen dipecah oleh organ tubuh yang berbeda, jadi selama Anda mematuhi dosis yang dianjurkan, Anda akan baik-baik saja.",Baru-baru ini ada dugaan bahwa ibuprofen dapat meningkatkan risiko penyakit virus corona 2019 (COVID-19) yang parah dan fatal dan oleh karena itu sebaiknya dihindari pada populasi pasien ini.,CONTRADICT
"Begitu gejala muncul, beberapa tanda awal harus ditangani dengan lebih hati-hati dibandingkan tanda lainnya.","Dalam kelompok kami, PO merupakan gejala awal COVID-19",NEUTRAL
Risiko tertular COVID-19 tampaknya berkurang setengahnya di kalangan perokok aktif,"Merokok mempunyai dampak yang rumit pada sistem kekebalan tubuh, baik regulasi naik maupun turun, yang keduanya mungkin dapat menghambat perkembangan COVID-19.",CONTRADICT
"Banyak pasien rheumatoid arthritis yang menjalani pengobatan yang menekan sistem kekebalan tubuh, sehingga membuat mereka lebih rentan terhadap infeksi - namun obat-obatan tersebut juga dapat membantu melawan COVID-19","Oleh karena itu, gambaran kualitatif dan kuantitatif dari imunitas sel B dan T terhadap lonjakan merupakan biomarker yang informatif mengenai potensi perlindungan dari vaksin SARS-CoV-2 yang baru.",NEUTRAL
"Apakah vitamin D membantu melindungi terhadap COVID-19? J: Beberapa ilmuwan berhipotesis bahwa vitamin D mungkin bermanfaat, namun tidak ada bukti langsung bahwa vitamin D dapat mencegah COVID-19","Di Timur Tengah, angka kesembuhan (r= 0,267) dan angka kematian (r= -0,217) menunjukkan korelasi sedang.",SUPPORT
tidak ada bukti dampak COVID-19 terhadap kesehatan mental,Pandemi penyakit virus corona (COVID-19) telah menimbulkan tantangan kesehatan yang besar baik dari sudut pandang komplikasi kesehatan langsung maupun gangguan terhadap pemberian layanan standar bagi individu dengan berbagai masalah kesehatan akut dan kronis.,NEUTRAL
"Saat terinfeksi virus corona SARS-CoV-2, banyak orang mengalami gejala ringan dan sedang, namun bagi sebagian orang, infeksinya bisa parah atau fatal.","Dalam penelitian ini, kami mengumpulkan darah dari pasien COVID-19 yang baru-baru ini dinyatakan bebas virus dan oleh karena itu dipulangkan, dan menganalisis antibodi spesifik SARS-CoV-2 dan respons sel T mereka. Kami mengamati imunitas humoral dan seluler spesifik SARS-CoV-2 pada pasien. Keduanya terdeteksi pada pasien yang baru dipulangkan, menunjukkan bahwa keduanya berpartisipasi dalam perlindungan yang dimediasi kekebalan terhadap infeksi virus.",NEUTRAL
"Penghambat enzim pengubah angiotensin (ACEI) dan penghambat reseptor angiotensin (ARB) adalah obat untuk pasien dengan penyakit kardiovaskular termasuk serangan jantung, tekanan darah tinggi, diabetes, dan penyakit ginjal kronis.","Hasil kami sangat mendukung rekomendasi agar ACEI dan ARB dilanjutkan pada populasi dan pasien positif COVID-19, sehingga memperkuat posisi beberapa komunitas ilmiah.",NEUTRAL
Aktivitas fisik tidak meningkatkan fungsi kognitif pada individu dengan Alzheimer.,"KONTEKS Banyak penelitian observasional menunjukkan bahwa aktivitas fisik mengurangi risiko penurunan kognitif; namun, bukti dari uji coba secara acak masih kurang.   
 TUJUAN Untuk menentukan apakah aktivitas fisik mengurangi tingkat penurunan kognitif pada orang lanjut usia yang berisiko.   
 DESAIN DAN PENGATURAN Uji coba terkontrol secara acak dari intervensi aktivitas fisik selama 24 minggu yang dilakukan antara tahun 2004 dan 2007 di kota metropolitan Perth, Australia Barat. Penilai fungsi kognitif tidak mengetahui keanggotaan kelompok.   
 PESERTA Kami merekrut sukarelawan yang melaporkan masalah ingatan namun tidak memenuhi kriteria demensia. Tiga ratus sebelas orang berusia 50 tahun atau lebih disaring untuk memenuhi syarat, 89 orang tidak memenuhi syarat, dan 52 orang menolak untuk berpartisipasi. Sebanyak 170 peserta diacak dan 138 peserta menyelesaikan penilaian 18 bulan.   
 INTERVENSI Peserta secara acak dialokasikan ke kelompok pendidikan dan perawatan biasa atau program aktivitas fisik berbasis rumah selama 24 minggu.   
 UKURAN HASIL UTAMA Perubahan skor Subskala Skala-Kognitif Penilaian Penyakit Alzheimer (ADAS-Cog) (kisaran yang mungkin, 0-70) selama 18 bulan.   
 HASIL Dalam analisis niat untuk mengobati, peserta dalam kelompok intervensi mengalami peningkatan 0,26 poin (interval kepercayaan 95%, -0,89 hingga 0,54) dan peserta dalam kelompok perawatan biasa mengalami penurunan 1,04 poin (interval kepercayaan 95%, 0,32 hingga 1,82) pada ADAS-Cog di akhir intervensi. Perbedaan absolut ukuran hasil antara kelompok intervensi dan kontrol adalah -1,3 poin (95% interval kepercayaan, -2,38 hingga -0,22) pada akhir intervensi. Pada 18 bulan, peserta dalam kelompok intervensi meningkat 0,73 poin (interval kepercayaan 95%, -1,27 hingga 0,03) pada ADAS-Cog, dan peserta dalam kelompok perawatan biasa meningkat 0,04 poin (interval kepercayaan 95%, -0,46 hingga 0,88). Ingatan tertunda daftar kata dan jumlah kotak Peringkat Demensia Klinis juga sedikit meningkat, sedangkan total ingatan segera daftar kata, kode simbol digit, kefasihan verbal, skor depresi Beck, dan ringkasan komponen fisik dan mental Bentuk Pendek 36 Item Hasil Medis tidak berubah secara signifikan.   
 KESIMPULAN Dalam penelitian terhadap orang dewasa dengan gangguan memori subyektif, program aktivitas fisik selama 6 bulan memberikan sedikit peningkatan dalam kognisi selama periode tindak lanjut 18 bulan.   
 PENDAFTARAN UJI COBA anzctr.org.au Pengenal: ACTRN12605000136606.",CONTRADICT
"Musim gugur ini akan membawa risiko baru dalam pandemi COVID-19 bersamaan dengan cuaca yang lebih dingin dan pertemuan liburan keluarga di dalam ruangan, kepala pejabat kesehatan masyarakat Kanada memperingatkan pada hari Jumat.","Hasil ini memberikan bukti adanya hubungan beberapa variabel cuaca dengan penyebaran COVID-19. Namun, perkiraan hubungan (secara konservatif) tidak cukup kuat untuk mengendalikan epidemi secara musiman di sebagian besar lokasi.",NEUTRAL
Penargetan antibodi monoklonal N-cadherin mendorong metastasis.,"Transisi dari kanker prostat yang bergantung pada androgen ke kanker prostat yang resistan terhadap pengebirian (CRPC) adalah peristiwa mematikan dengan etiologi molekuler yang tidak pasti. Membandingkan ekspresi gen pada xenograft yang bergantung pada androgen isogenik dan CRPC, kami menemukan peningkatan ekspresi N-cadherin yang dapat direproduksi, yang juga meningkat pada tumor primer dan metastasis individu dengan CRPC. Ekspresi ektopik N-cadherin pada model kanker prostat nonmetastatik dan bergantung pada androgen menyebabkan resistensi pengebirian, invasi, dan metastasis. Antibodi monoklonal terhadap ektodomain N-cadherin mengurangi proliferasi, adhesi dan invasi sel kanker prostat secara in vitro. Secara in vivo, antibodi ini memperlambat pertumbuhan beberapa xenograft CRPC yang sudah ada, memblokir invasi dan metastasis lokal, dan, pada dosis yang lebih tinggi, menyebabkan regresi total. Antibodi spesifik N-cadherin secara nyata menunda waktu munculnya resistensi pengebirian, sangat mempengaruhi histologi tumor dan angiogenesis, dan mengurangi aktivitas AKT serine-threonine kinase dan sekresi serum interleukin-8 (IL-8). Data ini menunjukkan bahwa N-cadherin adalah penyebab utama metastasis kanker prostat dan resistensi pengebirian. Penargetan terapeutik faktor ini dengan antibodi monoklonal mungkin mempunyai manfaat klinis yang cukup besar.",CONTRADICT
